orig.ident	newCellType	Freq	sepa	Project	Total	TotalNumber	newTotal	Prop	Condition
H7	FB_II_APOE_CCL19	145	Dermis	DFU	4848	1377	1377	0.105301379811184	H
H8	FB_II_APOE_CCL19	47	Dermis	DFU	1313	426	426	0.110328638497653	H
H9	FB_II_APOE_CCL19	49	Dermis	DFU	1474	443	443	0.110609480812641	H
NS23	FB_II_APOE_CCL19	150	Dermis	VU	2339	1002	1002	0.149700598802395	NS
NS24	FB_II_APOE_CCL19	70	Dermis	VU	2451	669	669	0.104633781763827	NS
NS36	FB_II_APOE_CCL19	109	Dermis	VU	2332	707	707	0.154172560113154	NS
NS62E	FB_II_APOE_CCL19	194	Dermis	VU	2420	1107	1107	0.175248419150858	NS
NS63D	FB_II_APOE_CCL19	38	Dermis	VU	737	209	209	0.181818181818182	NS
PWH26D0	FB_II_APOE_CCL19	105	Dermis	AcuteWound	2427	709	2427	0.0432632880098888	Skin
PWH26D1	FB_II_APOE_CCL19	20	Dermis	AcuteWound	1129	249	1129	0.0177147918511958	Wound1
PWH26D30	FB_II_APOE_CCL19	55	Dermis	AcuteWound	2061	833	2061	0.0266860747210092	Wound30
PWH26D7	FB_II_APOE_CCL19	90	Dermis	AcuteWound	2622	907	2622	0.034324942791762	Wound7
PWH27D0	FB_II_APOE_CCL19	84	Dermis	AcuteWound	1607	510	1607	0.0522713130056005	Skin
PWH27D1	FB_II_APOE_CCL19	53	Dermis	AcuteWound	1782	487	1782	0.0297418630751964	Wound1
PWH27D30	FB_II_APOE_CCL19	68	Dermis	AcuteWound	3282	2068	3282	0.0207190737355271	Wound30
PWH27D7	FB_II_APOE_CCL19	141	Dermis	AcuteWound	4046	1978	4046	0.0348492338111715	Wound7
PWH28D0	FB_II_APOE_CCL19	168	Dermis	AcuteWound	2182	886	2182	0.076993583868011	Skin
PWH28D1	FB_II_APOE_CCL19	37	Dermis	AcuteWound	1044	255	1044	0.0354406130268199	Wound1
PWH28D30	FB_II_APOE_CCL19	101	Dermis	AcuteWound	4246	2313	4246	0.0237870937352803	Wound30
PWH28D7	FB_II_APOE_CCL19	87	Dermis	AcuteWound	3102	883	3102	0.0280464216634429	Wound7
VU1	FB_II_APOE_CCL19	52	Dermis	VU	4871	968	968	0.0537190082644628	VU
VU4	FB_II_APOE_CCL19	24	Dermis	VU	3599	270	270	0.0888888888888889	VU
VU5	FB_II_APOE_CCL19	42	Dermis	VU	1893	746	746	0.0563002680965148	VU
VU6	FB_II_APOE_CCL19	149	Dermis	VU	4361	2122	2122	0.0702167766258247	VU
DFU_H1	FB_III_ELN_LEPR	11	Dermis	DFU	2096	312	312	0.0352564102564103	DFU_H
DFU_H2	FB_III_ELN_LEPR	112	Dermis	DFU	3614	1196	1196	0.0936454849498328	DFU_H
DFU_H3	FB_III_ELN_LEPR	55	Dermis	DFU	6808	2305	2305	0.0238611713665944	DFU_H
DFU_H4	FB_III_ELN_LEPR	10	Dermis	DFU	1538	140	140	0.0714285714285714	DFU_H
DFU_H5	FB_III_ELN_LEPR	87	Dermis	DFU	3089	1645	1645	0.052887537993921	DFU_H
DFU_H6	FB_III_ELN_LEPR	10	Dermis	DFU	2543	335	335	0.0298507462686567	DFU_H
DFU_H7	FB_III_ELN_LEPR	68	Dermis	DFU	3763	1442	1442	0.0471567267683773	DFU_H
DFU_NH1	FB_III_ELN_LEPR	7	Dermis	DFU	1978	210	210	0.0333333333333333	DFU_NH
DFU_NH2	FB_III_ELN_LEPR	98	Dermis	DFU	3892	812	812	0.120689655172414	DFU_NH
DFU_NH3	FB_III_ELN_LEPR	76	Dermis	DFU	7100	1510	1510	0.0503311258278146	DFU_NH
DFU_NH4	FB_III_ELN_LEPR	30	Dermis	DFU	2272	785	785	0.0382165605095541	DFU_NH
H1	FB_III_ELN_LEPR	36	Dermis	DFU	2644	851	851	0.0423031727379554	H
H2	FB_III_ELN_LEPR	16	Dermis	DFU	2251	198	198	0.0808080808080808	H
H3	FB_III_ELN_LEPR	183	Dermis	DFU	6547	1871	1871	0.0978086584714057	H
H4	FB_III_ELN_LEPR	86	Dermis	DFU	2724	1161	1161	0.0740740740740741	H
H5	FB_III_ELN_LEPR	192	Dermis	DFU	7526	1942	1942	0.0988671472708548	H
H6	FB_III_ELN_LEPR	10	Dermis	DFU	718	156	156	0.0641025641025641	H
H7	FB_III_ELN_LEPR	121	Dermis	DFU	4848	1377	1377	0.0878721859114016	H
H8	FB_III_ELN_LEPR	38	Dermis	DFU	1313	426	426	0.0892018779342723	H
H9	FB_III_ELN_LEPR	22	Dermis	DFU	1474	443	443	0.0496613995485327	H
NS23	FB_III_ELN_LEPR	143	Dermis	VU	2339	1002	1002	0.142714570858283	NS
NS24	FB_III_ELN_LEPR	81	Dermis	VU	2451	669	669	0.121076233183857	NS
NS36	FB_III_ELN_LEPR	75	Dermis	VU	2332	707	707	0.106082036775106	NS
NS62E	FB_III_ELN_LEPR	130	Dermis	VU	2420	1107	1107	0.11743450767841	NS
NS63D	FB_III_ELN_LEPR	28	Dermis	VU	737	209	209	0.133971291866029	NS
PWH26D0	FB_III_ELN_LEPR	148	Dermis	AcuteWound	2427	709	2427	0.0609806345282241	Skin
PWH26D1	FB_III_ELN_LEPR	48	Dermis	AcuteWound	1129	249	1129	0.0425155004428698	Wound1
PWH26D30	FB_III_ELN_LEPR	94	Dermis	AcuteWound	2061	833	2061	0.0456089277049976	Wound30
PWH26D7	FB_III_ELN_LEPR	143	Dermis	AcuteWound	2622	907	2622	0.0545385202135774	Wound7
PWH27D0	FB_III_ELN_LEPR	91	Dermis	AcuteWound	1607	510	1607	0.0566272557560672	Skin
PWH27D1	FB_III_ELN_LEPR	83	Dermis	AcuteWound	1782	487	1782	0.0465768799102133	Wound1
PWH27D30	FB_III_ELN_LEPR	121	Dermis	AcuteWound	3282	2068	3282	0.0368677635588056	Wound30
PWH27D7	FB_III_ELN_LEPR	230	Dermis	AcuteWound	4046	1978	4046	0.0568462679189323	Wound7
PWH28D0	FB_III_ELN_LEPR	128	Dermis	AcuteWound	2182	886	2182	0.0586617781851512	Skin
PWH28D1	FB_III_ELN_LEPR	45	Dermis	AcuteWound	1044	255	1044	0.0431034482758621	Wound1
PWH28D30	FB_III_ELN_LEPR	164	Dermis	AcuteWound	4246	2313	4246	0.0386245878473858	Wound30
PWH28D7	FB_III_ELN_LEPR	103	Dermis	AcuteWound	3102	883	3102	0.0332043842682141	Wound7
VU1	FB_III_ELN_LEPR	71	Dermis	VU	4871	968	968	0.0733471074380165	VU
VU4	FB_III_ELN_LEPR	25	Dermis	VU	3599	270	270	0.0925925925925926	VU
VU5	FB_III_ELN_LEPR	45	Dermis	VU	1893	746	746	0.0603217158176944	VU
VU6	FB_III_ELN_LEPR	239	Dermis	VU	4361	2122	2122	0.11262959472196	VU
DFU_H1	FB_prolif	5	Dermis	DFU	2096	312	312	0.016025641025641	DFU_H
DFU_H2	FB_prolif	1	Dermis	DFU	3614	1196	1196	0.000836120401337793	DFU_H
DFU_H3	FB_prolif	16	Dermis	DFU	6808	2305	2305	0.006941431670282	DFU_H
DFU_H4	FB_prolif	0	Dermis	DFU	1538	140	140	0	DFU_H
DFU_H5	FB_prolif	2	Dermis	DFU	3089	1645	1645	0.00121580547112462	DFU_H
DFU_H6	FB_prolif	4	Dermis	DFU	2543	335	335	0.0119402985074627	DFU_H
DFU_H7	FB_prolif	3	Dermis	DFU	3763	1442	1442	0.00208044382801664	DFU_H
DFU_NH1	FB_prolif	1	Dermis	DFU	1978	210	210	0.00476190476190476	DFU_NH
DFU_NH2	FB_prolif	1	Dermis	DFU	3892	812	812	0.00123152709359606	DFU_NH
DFU_NH3	FB_prolif	0	Dermis	DFU	7100	1510	1510	0	DFU_NH
DFU_NH4	FB_prolif	0	Dermis	DFU	2272	785	785	0	DFU_NH
H1	FB_prolif	6	Dermis	DFU	2644	851	851	0.00705052878965923	H
H2	FB_prolif	0	Dermis	DFU	2251	198	198	0	H
H3	FB_prolif	0	Dermis	DFU	6547	1871	1871	0	H
H4	FB_prolif	0	Dermis	DFU	2724	1161	1161	0	H
H5	FB_prolif	1	Dermis	DFU	7526	1942	1942	0.000514933058702369	H
H6	FB_prolif	0	Dermis	DFU	718	156	156	0	H
H7	FB_prolif	0	Dermis	DFU	4848	1377	1377	0	H
H8	FB_prolif	0	Dermis	DFU	1313	426	426	0	H
H9	FB_prolif	0	Dermis	DFU	1474	443	443	0	H
NS23	FB_prolif	2	Dermis	VU	2339	1002	1002	0.00199600798403194	NS
NS24	FB_prolif	0	Dermis	VU	2451	669	669	0	NS
NS36	FB_prolif	1	Dermis	VU	2332	707	707	0.00141442715700141	NS
NS62E	FB_prolif	4	Dermis	VU	2420	1107	1107	0.003613369467028	NS
NS63D	FB_prolif	0	Dermis	VU	737	209	209	0	NS
PWH26D0	FB_prolif	1	Dermis	AcuteWound	2427	709	2427	0.000412031314379893	Skin
PWH26D1	FB_prolif	0	Dermis	AcuteWound	1129	249	1129	0	Wound1
PWH26D30	FB_prolif	3	Dermis	AcuteWound	2061	833	2061	0.00145560407569141	Wound30
PWH26D7	FB_prolif	117	Dermis	AcuteWound	2622	907	2622	0.0446224256292906	Wound7
PWH27D0	FB_prolif	6	Dermis	AcuteWound	1607	510	1607	0.00373366521468575	Skin
PWH27D1	FB_prolif	1	Dermis	AcuteWound	1782	487	1782	0.000561167227833895	Wound1
PWH27D30	FB_prolif	10	Dermis	AcuteWound	3282	2068	3282	0.00304692260816575	Wound30
PWH27D7	FB_prolif	280	Dermis	AcuteWound	4046	1978	4046	0.069204152249135	Wound7
PWH28D0	FB_prolif	0	Dermis	AcuteWound	2182	886	2182	0	Skin
PWH28D1	FB_prolif	0	Dermis	AcuteWound	1044	255	1044	0	Wound1
PWH28D30	FB_prolif	24	Dermis	AcuteWound	4246	2313	4246	0.00565237870937353	Wound30
PWH28D7	FB_prolif	110	Dermis	AcuteWound	3102	883	3102	0.0354609929078014	Wound7
VU1	FB_prolif	7	Dermis	VU	4871	968	968	0.00723140495867769	VU
VU4	FB_prolif	0	Dermis	VU	3599	270	270	0	VU
VU5	FB_prolif	7	Dermis	VU	1893	746	746	0.00938337801608579	VU
VU6	FB_prolif	19	Dermis	VU	4361	2122	2122	0.00895381715362865	VU
DFU_H1	FB_SFRP1_CRABP1	10	Dermis	DFU	2096	312	312	0.0320512820512821	DFU_H
DFU_H2	FB_SFRP1_CRABP1	18	Dermis	DFU	3614	1196	1196	0.0150501672240803	DFU_H
DFU_H3	FB_SFRP1_CRABP1	30	Dermis	DFU	6808	2305	2305	0.0130151843817787	DFU_H
DFU_H4	FB_SFRP1_CRABP1	5	Dermis	DFU	1538	140	140	0.0357142857142857	DFU_H
DFU_H5	FB_SFRP1_CRABP1	31	Dermis	DFU	3089	1645	1645	0.0188449848024316	DFU_H
DFU_H6	FB_SFRP1_CRABP1	16	Dermis	DFU	2543	335	335	0.0477611940298508	DFU_H
DFU_H7	FB_SFRP1_CRABP1	46	Dermis	DFU	3763	1442	1442	0.0319001386962552	DFU_H
DFU_NH1	FB_SFRP1_CRABP1	2	Dermis	DFU	1978	210	210	0.00952380952380953	DFU_NH
DFU_NH2	FB_SFRP1_CRABP1	7	Dermis	DFU	3892	812	812	0.00862068965517241	DFU_NH
DFU_NH3	FB_SFRP1_CRABP1	111	Dermis	DFU	7100	1510	1510	0.0735099337748344	DFU_NH
DFU_NH4	FB_SFRP1_CRABP1	24	Dermis	DFU	2272	785	785	0.0305732484076433	DFU_NH
H1	FB_SFRP1_CRABP1	13	Dermis	DFU	2644	851	851	0.0152761457109283	H
H2	FB_SFRP1_CRABP1	2	Dermis	DFU	2251	198	198	0.0101010101010101	H
H3	FB_SFRP1_CRABP1	159	Dermis	DFU	6547	1871	1871	0.0849812934259754	H
H4	FB_SFRP1_CRABP1	65	Dermis	DFU	2724	1161	1161	0.0559862187769165	H
H5	FB_SFRP1_CRABP1	151	Dermis	DFU	7526	1942	1942	0.0777548918640577	H
H6	FB_SFRP1_CRABP1	10	Dermis	DFU	718	156	156	0.0641025641025641	H
H7	FB_SFRP1_CRABP1	87	Dermis	DFU	4848	1377	1377	0.0631808278867102	H
H8	FB_SFRP1_CRABP1	34	Dermis	DFU	1313	426	426	0.07981220657277	H
H9	FB_SFRP1_CRABP1	31	Dermis	DFU	1474	443	443	0.0699774266365689	H
NS23	FB_SFRP1_CRABP1	21	Dermis	VU	2339	1002	1002	0.0209580838323353	NS
NS24	FB_SFRP1_CRABP1	23	Dermis	VU	2451	669	669	0.0343796711509716	NS
NS36	FB_SFRP1_CRABP1	47	Dermis	VU	2332	707	707	0.0664780763790665	NS
NS62E	FB_SFRP1_CRABP1	77	Dermis	VU	2420	1107	1107	0.0695573622402891	NS
NS63D	FB_SFRP1_CRABP1	1	Dermis	VU	737	209	209	0.00478468899521531	NS
PWH26D0	FB_SFRP1_CRABP1	26	Dermis	AcuteWound	2427	709	2427	0.0107128141738772	Skin
PWH26D1	FB_SFRP1_CRABP1	7	Dermis	AcuteWound	1129	249	1129	0.00620017714791851	Wound1
PWH26D30	FB_SFRP1_CRABP1	27	Dermis	AcuteWound	2061	833	2061	0.0131004366812227	Wound30
PWH26D7	FB_SFRP1_CRABP1	14	Dermis	AcuteWound	2622	907	2622	0.0053394355453852	Wound7
PWH27D0	FB_SFRP1_CRABP1	21	Dermis	AcuteWound	1607	510	1607	0.0130678282514001	Skin
PWH27D1	FB_SFRP1_CRABP1	13	Dermis	AcuteWound	1782	487	1782	0.00729517396184063	Wound1
PWH27D30	FB_SFRP1_CRABP1	18	Dermis	AcuteWound	3282	2068	3282	0.00548446069469835	Wound30
PWH27D7	FB_SFRP1_CRABP1	16	Dermis	AcuteWound	4046	1978	4046	0.00395452298566485	Wound7
PWH28D0	FB_SFRP1_CRABP1	52	Dermis	AcuteWound	2182	886	2182	0.0238313473877177	Skin
PWH28D1	FB_SFRP1_CRABP1	10	Dermis	AcuteWound	1044	255	1044	0.00957854406130268	Wound1
PWH28D30	FB_SFRP1_CRABP1	30	Dermis	AcuteWound	4246	2313	4246	0.00706547338671691	Wound30
PWH28D7	FB_SFRP1_CRABP1	29	Dermis	AcuteWound	3102	883	3102	0.00934880722114765	Wound7
VU1	FB_SFRP1_CRABP1	16	Dermis	VU	4871	968	968	0.0165289256198347	VU
VU4	FB_SFRP1_CRABP1	3	Dermis	VU	3599	270	270	0.0111111111111111	VU
VU5	FB_SFRP1_CRABP1	12	Dermis	VU	1893	746	746	0.0160857908847185	VU
VU6	FB_SFRP1_CRABP1	40	Dermis	VU	4361	2122	2122	0.0188501413760603	VU
