orig.ident	newCellType	Freq	sepa	Project	Total	TotalNumber	newTotal	Prop	Condition
H8	Spi_III	0	Epidermis	DFU	1313	161	161	0	H
H9	Spi_III	1	Epidermis	DFU	1474	287	287	0.00348432055749129	H
NS23	Spi_III	36	Epidermis	VU	2900	2717	2717	0.0132499079867501	NS
NS24	Spi_III	18	Epidermis	VU	2945	2779	2779	0.00647715005397625	NS
NS36	Spi_III	5	Epidermis	VU	3459	3248	3248	0.00153940886699507	NS
NS62E	Spi_III	7	Epidermis	VU	2361	2078	2078	0.00336862367661213	NS
NS63D	Spi_III	7	Epidermis	VU	2222	2040	2040	0.00343137254901961	NS
PWH26D0	Spi_III	19	Epidermis	AcuteWound	1879	1705	1879	0.010111761575306	Skin
PWH26D1	Spi_III	1	Epidermis	AcuteWound	3658	3151	3658	0.000273373428102788	Wound1
PWH26D30	Spi_III	6	Epidermis	AcuteWound	1409	1164	1409	0.0042583392476934	Wound30
PWH26D7	Spi_III	53	Epidermis	AcuteWound	1981	1697	1981	0.0267541645633518	Wound7
PWH27D0	Spi_III	26	Epidermis	AcuteWound	1712	1598	1712	0.0151869158878505	Skin
PWH27D1	Spi_III	59	Epidermis	AcuteWound	4853	4263	4853	0.0121574283948073	Wound1
PWH27D30	Spi_III	7	Epidermis	AcuteWound	2790	2456	2790	0.0025089605734767	Wound30
PWH27D7	Spi_III	73	Epidermis	AcuteWound	2718	2408	2718	0.0268579838116262	Wound7
PWH28D0	Spi_III	9	Epidermis	AcuteWound	1993	1729	1993	0.00451580531861515	Skin
PWH28D1	Spi_III	1	Epidermis	AcuteWound	3632	3265	3632	0.000275330396475771	Wound1
PWH28D30	Spi_III	8	Epidermis	AcuteWound	1756	1389	1756	0.00455580865603645	Wound30
PWH28D7	Spi_III	8	Epidermis	AcuteWound	2539	2125	2539	0.00315084679007483	Wound7
VU1	Spi_III	1	Epidermis	VU	421	289	289	0.00346020761245675	VU
VU4	Spi_III	10	Epidermis	VU	3018	2540	2540	0.00393700787401575	VU
VU5	Spi_III	6	Epidermis	VU	2070	1848	1848	0.00324675324675325	VU
VU6	Spi_III	1	Epidermis	VU	1868	1723	1723	0.000580383052814858	VU
DFU_H1	Spi_mig	10	Epidermis	DFU	2096	147	147	0.0680272108843538	DFU_H
DFU_H2	Spi_mig	23	Epidermis	DFU	3614	130	130	0.176923076923077	DFU_H
DFU_H3	Spi_mig	89	Epidermis	DFU	6808	387	387	0.229974160206718	DFU_H
DFU_H4	Spi_mig	21	Epidermis	DFU	1538	191	191	0.109947643979058	DFU_H
DFU_H5	Spi_mig	15	Epidermis	DFU	3089	249	249	0.0602409638554217	DFU_H
DFU_H6	Spi_mig	73	Epidermis	DFU	2543	487	487	0.149897330595483	DFU_H
DFU_H7	Spi_mig	33	Epidermis	DFU	3763	208	208	0.158653846153846	DFU_H
DFU_NH1	Spi_mig	12	Epidermis	DFU	1978	131	131	0.0916030534351145	DFU_NH
DFU_NH2	Spi_mig	114	Epidermis	DFU	3892	1586	1586	0.0718789407313998	DFU_NH
DFU_NH3	Spi_mig	16	Epidermis	DFU	7100	144	144	0.111111111111111	DFU_NH
DFU_NH4	Spi_mig	22	Epidermis	DFU	2272	139	139	0.158273381294964	DFU_NH
H1	Spi_mig	13	Epidermis	DFU	2644	93	93	0.139784946236559	H
H2	Spi_mig	43	Epidermis	DFU	2251	752	752	0.0571808510638298	H
H3	Spi_mig	27	Epidermis	DFU	6547	887	887	0.0304396843291995	H
H4	Spi_mig	4	Epidermis	DFU	2724	113	113	0.0353982300884956	H
H5	Spi_mig	72	Epidermis	DFU	7526	1274	1274	0.0565149136577708	H
H6	Spi_mig	3	Epidermis	DFU	718	114	114	0.0263157894736842	H
H7	Spi_mig	69	Epidermis	DFU	4848	1107	1107	0.0623306233062331	H
H8	Spi_mig	6	Epidermis	DFU	1313	161	161	0.0372670807453416	H
H9	Spi_mig	9	Epidermis	DFU	1474	287	287	0.0313588850174216	H
NS23	Spi_mig	252	Epidermis	VU	2900	2717	2717	0.0927493559072506	NS
NS24	Spi_mig	226	Epidermis	VU	2945	2779	2779	0.0813242173443685	NS
NS36	Spi_mig	237	Epidermis	VU	3459	3248	3248	0.0729679802955665	NS
NS62E	Spi_mig	78	Epidermis	VU	2361	2078	2078	0.0375360923965351	NS
NS63D	Spi_mig	50	Epidermis	VU	2222	2040	2040	0.0245098039215686	NS
PWH26D0	Spi_mig	50	Epidermis	AcuteWound	1879	1705	1879	0.0266098988823842	Skin
PWH26D1	Spi_mig	441	Epidermis	AcuteWound	3658	3151	3658	0.12055768179333	Wound1
PWH26D30	Spi_mig	56	Epidermis	AcuteWound	1409	1164	1409	0.0397444996451384	Wound30
PWH26D7	Spi_mig	113	Epidermis	AcuteWound	1981	1697	1981	0.0570418980312973	Wound7
PWH27D0	Spi_mig	49	Epidermis	AcuteWound	1712	1598	1712	0.0286214953271028	Skin
PWH27D1	Spi_mig	706	Epidermis	AcuteWound	4853	4263	4853	0.145477024520915	Wound1
PWH27D30	Spi_mig	205	Epidermis	AcuteWound	2790	2456	2790	0.0734767025089606	Wound30
PWH27D7	Spi_mig	235	Epidermis	AcuteWound	2718	2408	2718	0.0864606328182487	Wound7
PWH28D0	Spi_mig	53	Epidermis	AcuteWound	1993	1729	1993	0.0265930757651781	Skin
PWH28D1	Spi_mig	666	Epidermis	AcuteWound	3632	3265	3632	0.183370044052863	Wound1
PWH28D30	Spi_mig	88	Epidermis	AcuteWound	1756	1389	1756	0.0501138952164009	Wound30
PWH28D7	Spi_mig	211	Epidermis	AcuteWound	2539	2125	2539	0.0831035840882237	Wound7
VU1	Spi_mig	26	Epidermis	VU	421	289	289	0.0899653979238754	VU
VU4	Spi_mig	170	Epidermis	VU	3018	2540	2540	0.0669291338582677	VU
VU5	Spi_mig	228	Epidermis	VU	2070	1848	1848	0.123376623376623	VU
VU6	Spi_mig	282	Epidermis	VU	1868	1723	1723	0.16366802089379	VU
